"CountryState";"Binomial";"IntrodDate"
"UNITED STATES Georgia";"Sturnus vulgaris";1917
"UNITED STATES Hawaiian Islands";"Acridotheres tristis";1865
"UNITED STATES Hawaiian Islands";"Alauda arvensis";1865
"UNITED STATES Hawaiian Islands";"Alectoris graeca";1981
"UNITED STATES Hawaiian Islands";"Amandava amandava";1900
"UNITED STATES Hawaiian Islands";"Amazona viridigenalis";1970
"UNITED STATES Hawaiian Islands";"Anas platyrhynchos";1988
"UNITED STATES Hawaiian Islands";"Aratinga mitrata";1986
"UNITED STATES Hawaiian Islands";"Bambusicola thoracicus";1959
"UNITED STATES Hawaiian Islands";"Bubulcus ibis";1959
"UNITED STATES Hawaiian Islands";"Callipepla californica";1854
"UNITED STATES Hawaiian Islands";"Callipepla gambelii";1928
"UNITED STATES Hawaiian Islands";"Caloenas nicobarica";1987
"UNITED STATES Hawaiian Islands";"Cardinalis cardinalis";1928
"UNITED STATES Hawaiian Islands";"Carduelis carduelis";1929
"UNITED STATES Hawaiian Islands";"Carpodacus mexicanus";1850
"UNITED STATES Hawaiian Islands";"Cettia diphone";1929
"UNITED STATES Hawaiian Islands";"Colinus virginianus";1906
"UNITED STATES Hawaiian Islands";"Collocalia bartschi";1962
"UNITED STATES Hawaiian Islands";"Collocalia vanikorensis";1962
"UNITED STATES Hawaiian Islands";"Columba livia";1796
"UNITED STATES Hawaiian Islands";"Copsychus malabaricus";1931
"UNITED STATES Hawaiian Islands";"Copsychus saularis";1922
"UNITED STATES Hawaiian Islands";"Coturnix chinensis";1910
"UNITED STATES Hawaiian Islands";"Coturnix coturnix";1921
"UNITED STATES Hawaiian Islands";"Coturnix japonica";1921
"UNITED STATES Hawaiian Islands";"Cygnus olor";1920
"UNITED STATES Hawaiian Islands";"Estrilda astrild";1964
"UNITED STATES Hawaiian Islands";"Estrilda caerulescens";1960
"UNITED STATES Hawaiian Islands";"Estrilda melpoda";1960
"UNITED STATES Hawaiian Islands";"Estrilda perreini";1981
"UNITED STATES Hawaiian Islands";"Estrilda troglodytes";1964
"UNITED STATES Hawaiian Islands";"Euplectes afer";1981
"UNITED STATES Hawaiian Islands";"Foudia madagascariensis";1981
"UNITED STATES Hawaiian Islands";"Francolinus adspersus";1981
"UNITED STATES Hawaiian Islands";"Francolinus erckelii";1957
"UNITED STATES Hawaiian Islands";"Francolinus francolinus";1959
"UNITED STATES Hawaiian Islands";"Francolinus pondicerianus";1958
"UNITED STATES Hawaiian Islands";"Fulica americana";1933
"UNITED STATES Hawaiian Islands";"Gallus gallus";500
"UNITED STATES Hawaiian Islands";"Garrulax albogularis";1919
"UNITED STATES Hawaiian Islands";"Garrulax caerulatus";1928
"UNITED STATES Hawaiian Islands";"Garrulax canorus";1900
"UNITED STATES Hawaiian Islands";"Garrulax pectoralis";1919
"UNITED STATES Hawaiian Islands";"Geopelia cuneata";1922
"UNITED STATES Hawaiian Islands";"Geopelia humeralis";1922
"UNITED STATES Hawaiian Islands";"Geopelia striata";1922
"UNITED STATES Hawaiian Islands";"Gracula religiosa";1887
"UNITED STATES Hawaiian Islands";"Grallina cyanoleuca";1922
"UNITED STATES Hawaiian Islands";"Gubernatrix cristata";1961
"UNITED STATES Hawaiian Islands";"Leiothrix lutea";1917
"UNITED STATES Hawaiian Islands";"Leucosarcia melanoleuca";1922
"UNITED STATES Hawaiian Islands";"Lonchura atricapilla";1944
"UNITED STATES Hawaiian Islands";"Lonchura cantans";1993
"UNITED STATES Hawaiian Islands";"Lonchura malabarica";1961
"UNITED STATES Hawaiian Islands";"Lonchura malacca";1936
"UNITED STATES Hawaiian Islands";"Lonchura punctulata";1865
"UNITED STATES Hawaiian Islands";"Lophura leucomelanos";1962
"UNITED STATES Hawaiian Islands";"Melanocorypha mongolica";1914
"UNITED STATES Hawaiian Islands";"Meleagris gallopavo";1788
"UNITED STATES Hawaiian Islands";"Mimus polyglottos";1928
"UNITED STATES Hawaiian Islands";"Myiopsitta monachus";1970
"UNITED STATES Hawaiian Islands";"Nandayus nenday";1973
"UNITED STATES Hawaiian Islands";"Ocyphaps lophotes";1922
"UNITED STATES Hawaiian Islands";"Oreortyx pictus";1929
"UNITED STATES Hawaiian Islands";"Padda oryzivora";1865
"UNITED STATES Hawaiian Islands";"Paroaria capitata";1930
"UNITED STATES Hawaiian Islands";"Paroaria coronata";1928
"UNITED STATES Hawaiian Islands";"Paroaria gularis";1961
"UNITED STATES Hawaiian Islands";"Parus varius";1890
"UNITED STATES Hawaiian Islands";"Passer domesticus";1858
"UNITED STATES Hawaiian Islands";"Pavo cristatus";1860
"UNITED STATES Hawaiian Islands";"Phaps chalcoptera";1922
"UNITED STATES Hawaiian Islands";"Phasianus colchicus";1928
"UNITED STATES Hawaiian Islands";"Phasianus versicolor";1799
"UNITED STATES Hawaiian Islands";"Psittacula krameri";1960
"UNITED STATES Hawaiian Islands";"Pterocles exustus";1961
"UNITED STATES Hawaiian Islands";"Pycnonotus cafer";1961
"UNITED STATES Hawaiian Islands";"Pycnonotus jocosus";1965
"UNITED STATES Hawaiian Islands";"Rhipidura leucophrys";1926
"UNITED STATES Hawaiian Islands";"Serinus canaria";1944
"UNITED STATES Hawaiian Islands";"Serinus mozambicus";1959
"UNITED STATES Hawaiian Islands";"Sicalis flaveola";1960
"UNITED STATES Hawaiian Islands";"Stagonopleura guttata";1961
"UNITED STATES Hawaiian Islands";"Stigmatopelia chinensis";1788
"UNITED STATES Hawaiian Islands";"Streptopelia decaocto";1920
"UNITED STATES Hawaiian Islands";"Sturnella militaris";1931
"UNITED STATES Hawaiian Islands";"Sturnella neglecta";1931
"UNITED STATES Hawaiian Islands";"Sturnus vulgaris";1952
"UNITED STATES Hawaiian Islands";"Syrmaticus reevesii";1974
"UNITED STATES Hawaiian Islands";"Telespiza cantans";1967
"UNITED STATES Hawaiian Islands";"Tiaris olivaceus";1970
"UNITED STATES Hawaiian Islands";"Tyto alba";1958
"UNITED STATES Hawaiian Islands";"Uraeginthus angolensis";1965
"UNITED STATES Hawaiian Islands";"Uraeginthus bengalus";1964
"UNITED STATES Hawaiian Islands";"Urocissa erythrorhyncha";1981
"UNITED STATES Hawaiian Islands";"Vidua chalybeata";1961
"UNITED STATES Hawaiian Islands";"Vidua macroura";1965
"UNITED STATES Hawaiian Islands";"Zenaida macroura";1929
"UNITED STATES Hawaiian Islands";"Zosterops japonicus";1928
"UNITED STATES Hawaiian Islands";"Zosterops palpebrosus";1929
"UNITED STATES Hawaiian Islands";"Alectoris chukar";1923
"UNITED STATES Hawaiian Islands";"Branta canadensis";1981
"UNITED STATES Idaho";"Callipepla californica";1879
"UNITED STATES Idaho";"Callipepla gambelii";1973
"UNITED STATES Idaho";"Columba livia";1900
"UNITED STATES Idaho";"Colinus virginianus";1865
"UNITED STATES Idaho";"Myiopsitta monachus";1998
"UNITED STATES Idaho";"Oreortyx pictus";1865
"UNITED STATES Idaho";"Passer domesticus";1898
"UNITED STATES Idaho";"Phasianus colchicus";1928
"UNITED STATES Idaho";"Phasianus versicolor";1960
"UNITED STATES Idaho";"Sturnus vulgaris";1941
"UNITED STATES Idaho";"Alectoris chukar";1938
"UNITED STATES Illinois";"Columba livia";1900
"UNITED STATES Illinois";"Cygnus olor";2005
"UNITED STATES Illinois";"Myiopsitta monachus";1973
"UNITED STATES Illinois";"Passer domesticus";1870
"UNITED STATES Illinois";"Passer montanus";1910
"UNITED STATES Illinois";"Perdix perdix";1899
"UNITED STATES Illinois";"Phasianus colchicus";1910
"UNITED STATES Illinois";"Sturnus vulgaris";1925
"UNITED STATES Illinois";"Alectoris chukar";1893
"UNITED STATES Indiana";"Columba livia";1900
"UNITED STATES Indiana";"Cygnus olor";2005
"UNITED STATES Indiana";"Passer domesticus";1870
"UNITED STATES Indiana";"Passer montanus";1995
"UNITED STATES Indiana";"Phasianus colchicus";1908
"UNITED STATES Indiana";"Sturnus vulgaris";1952
"UNITED STATES Iowa";"Bonasa umbellus";2010
"UNITED STATES Iowa";"Columba livia";1900
"UNITED STATES Iowa";"Cygnus olor";2010
"UNITED STATES Iowa";"Passer domesticus";1870
"UNITED STATES Iowa";"Passer montanus";1987
"UNITED STATES Iowa";"Phasianus colchicus";1900
"UNITED STATES Iowa";"Sturnus vulgaris";1930
"UNITED STATES Johnston Atoll";"Columba livia";1976
"UNITED STATES Kansas";"Columba livia";1900
"UNITED STATES Kansas";"Passer domesticus";1885
"UNITED STATES Kansas";"Phasianus colchicus";1924
"UNITED STATES Kansas";"Sturnus vulgaris";1941
"UNITED STATES Kentucky";"Passer montanus";1889
"UNITED STATES Kentucky";"Columba livia";1900
"UNITED STATES Kentucky";"Myiopsitta monachus";1998
"UNITED STATES Kentucky";"Passer domesticus";1870
"UNITED STATES Kentucky";"Phasianus colchicus";1928
"UNITED STATES Kentucky";"Phasianus versicolor";1960
"UNITED STATES Kentucky";"Sturnus vulgaris";1919
"UNITED STATES Louisiana";"Francolinus francolinus";1961
"UNITED STATES Louisiana";"Columba livia";1900
"UNITED STATES Louisiana";"Myiopsitta monachus";1973
"UNITED STATES Louisiana";"Passer domesticus";1865
"UNITED STATES Louisiana";"Phasianus colchicus";1928
"UNITED STATES Louisiana";"Phasianus versicolor";1960
"UNITED STATES Louisiana";"Streptopelia decaocto";1979
"UNITED STATES Louisiana";"Sturnus vulgaris";1921
"UNITED STATES Maine";"Columba livia";1900
"UNITED STATES Maine";"Cygnus olor";2005
"UNITED STATES Maine";"Myiopsitta monachus";1985
"UNITED STATES Maine";"Passer domesticus";1855
"UNITED STATES Maine";"Phasianus colchicus";1928
"UNITED STATES Maine";"Sturnus vulgaris";1952
"UNITED STATES Maryland";"Columba livia";1900
"UNITED STATES Maryland";"Cygnus olor";2002
"UNITED STATES Maryland";"Myiopsitta monachus";1998
"UNITED STATES Maryland";"Passer domesticus";1855
"UNITED STATES Maryland";"Phasianus colchicus";1928
"UNITED STATES Maryland";"Phasianus versicolor";1960
"UNITED STATES Maryland";"Sturnus vulgaris";1952
"UNITED STATES Massachusetts";"Columba livia";1900
"UNITED STATES Massachusetts";"Cygnus olor";2010
"UNITED STATES Massachusetts";"Myiopsitta monachus";1970
"UNITED STATES Massachusetts";"Passer domesticus";1865
"UNITED STATES Massachusetts";"Phasianus colchicus";1885
"UNITED STATES Massachusetts";"Sturnus vulgaris";1924
"UNITED STATES Michigan";"Bonasa umbellus";1944
"UNITED STATES Michigan";"Nandayus nenday";1974
"UNITED STATES Michigan";"Columba livia";1900
"UNITED STATES Michigan";"Cygnus olor";1919
"UNITED STATES Michigan";"Myiopsitta monachus";1971
"UNITED STATES Michigan";"Passer domesticus";1870
"UNITED STATES Michigan";"Passer montanus";1995
"UNITED STATES Michigan";"Perdix perdix";1910
"UNITED STATES Michigan";"Phasianus colchicus";1895
"UNITED STATES Michigan";"Sturnus vulgaris";1952
"UNITED STATES Midway";"Serinus canaria";1910
"UNITED STATES Minnesota";"Columba livia";1900
"UNITED STATES Minnesota";"Colinus virginianus";1840
"UNITED STATES Minnesota";"Cygnus olor";2005
"UNITED STATES Minnesota";"Passer domesticus";1885
"UNITED STATES Minnesota";"Passer montanus";1990
"UNITED STATES Minnesota";"Phasianus colchicus";1895
"UNITED STATES Minnesota";"Sturnus vulgaris";1932
"UNITED STATES Minnesota";"Alectoris chukar";1941
"UNITED STATES MINOR OUTLYING ISLAND";"Acridotheres tristis";1987
"UNITED STATES MINOR OUTLYING ISLAND";"Francolinus francolinus";1994
"UNITED STATES MINOR OUTLYING ISLAND";"Passer montanus";1993
"UNITED STATES MINOR OUTLYING ISLAND";"Serinus canaria";1910
"UNITED STATES MINOR OUTLYING ISLAND";"Columba livia";1987
"UNITED STATES Mississippi";"Columba livia";1900
"UNITED STATES Mississippi";"Myiopsitta monachus";2005
"UNITED STATES Mississippi";"Passer domesticus";1865
"UNITED STATES Mississippi";"Phasianus colchicus";1928
"UNITED STATES Mississippi";"Sturnus vulgaris";1930
"UNITED STATES Mississippi";"Branta canadensis";2008
"UNITED STATES Missouri";"Bonasa umbellus";1961
"UNITED STATES Missouri";"Passer montanus";1850
"UNITED STATES Missouri";"Columba livia";1900
"UNITED STATES Missouri";"Cygnus olor";2005
"UNITED STATES Missouri";"Passer domesticus";1870
"UNITED STATES Missouri";"Perdix perdix";1981
"UNITED STATES Missouri";"Phasianus colchicus";1904
"UNITED STATES Missouri";"Sturnus vulgaris";1934
"UNITED STATES Montana";"Columba livia";1900
"UNITED STATES Montana";"Colinus virginianus";1865
"UNITED STATES Montana";"Cygnus olor";2010
"UNITED STATES Montana";"Passer domesticus";1890
"UNITED STATES Montana";"Phasianus colchicus";1928
"UNITED STATES Montana";"Sturnus vulgaris";1939
"UNITED STATES Montana";"Alectoris chukar";1933
"UNITED STATES Nebraska";"Columba livia";1900
"UNITED STATES Nebraska";"Cygnus olor";2010
"UNITED STATES Nebraska";"Myiopsitta monachus";1972
"UNITED STATES Nebraska";"Passer domesticus";1885
"UNITED STATES Nebraska";"Perdix perdix";1907
"UNITED STATES Nebraska";"Phasianus colchicus";1926
"UNITED STATES Nebraska";"Sturnus vulgaris";1937
"UNITED STATES Nebraska";"Alectoris chukar";1941
"UNITED STATES Nevada";"Bonasa umbellus";1970
"UNITED STATES Nevada";"Tetraogallus himalayensis";1962
"UNITED STATES Nevada";"Callipepla squamata";1965
"UNITED STATES Nevada";"Columba livia";1900
"UNITED STATES Nevada";"Cygnus buccinator";1957
"UNITED STATES Nevada";"Oreortyx pictus";1865
"UNITED STATES Nevada";"Passer domesticus";1910
"UNITED STATES Nevada";"Perdix perdix";1923
"UNITED STATES Nevada";"Phasianus colchicus";1916
"UNITED STATES Nevada";"Sturnus vulgaris";1938
"UNITED STATES Nevada";"Alectoris chukar";1934
"UNITED STATES New Hampshire";"Columba livia";1900
"UNITED STATES New Hampshire";"Myiopsitta monachus";1998
"UNITED STATES New Hampshire";"Passer domesticus";1855
"UNITED STATES New Hampshire";"Phasianus colchicus";1893
"UNITED STATES New Hampshire";"Sturnus vulgaris";1952
"UNITED STATES New Jersey";"Nandayus nenday";1968
"UNITED STATES New Jersey";"Columba livia";1900
"UNITED STATES New Jersey";"Cygnus olor";1916
"UNITED STATES New Jersey";"Myiopsitta monachus";1973
"UNITED STATES New Jersey";"Passer domesticus";1855
"UNITED STATES New Jersey";"Phasianus colchicus";1790
"UNITED STATES New Jersey";"Sturnus vulgaris";1908
"UNITED STATES New Mexico";"Callipepla gambelii";1928
"UNITED STATES New Mexico";"Columba livia";1900
"UNITED STATES New Mexico";"Lagopus leucura";1994
"UNITED STATES New Mexico";"Passer domesticus";1910
"UNITED STATES New Mexico";"Phasianus colchicus";1872
"UNITED STATES New Mexico";"Sturnus vulgaris";1938
"UNITED STATES New Mexico";"Alectoris chukar";1950
"UNITED STATES New York";"Perdix perdix";1916
"UNITED STATES New York";"Carduelis carduelis";2010
"UNITED STATES New York";"Carpodacus mexicanus";1940
"UNITED STATES New York";"Nandayus nenday";1974
"UNITED STATES New York";"Psittacula krameri";1963
"UNITED STATES New York";"Columba livia";1850
"UNITED STATES New York";"Cygnus olor";1890
"UNITED STATES New York";"Myiopsitta monachus";1967
"UNITED STATES New York";"Passer domesticus";1850
"UNITED STATES New York";"Phasianus colchicus";1733
"UNITED STATES New York";"Phasianus versicolor";1960
"UNITED STATES New York";"Sturnus vulgaris";1850
"UNITED STATES North Carolina";"Columba livia";1900
"UNITED STATES North Carolina";"Melopsittacus undulatus";1989
"UNITED STATES North Carolina";"Myiopsitta monachus";1972
"UNITED STATES North Carolina";"Passer domesticus";1870
"UNITED STATES North Carolina";"Phasianus colchicus";1928
"UNITED STATES North Carolina";"Streptopelia decaocto";1979
"UNITED STATES North Carolina";"Sturnus vulgaris";1944
"UNITED STATES North Dakota";"Columba livia";1900
"UNITED STATES North Dakota";"Myiopsitta monachus";1972
"UNITED STATES North Dakota";"Passer domesticus";1890
"UNITED STATES North Dakota";"Phasianus colchicus";1910
"UNITED STATES North Dakota";"Sturnus vulgaris";1939
"UNITED STATES Ohio";"Columba livia";1900
"UNITED STATES Ohio";"Cygnus olor";1934
"UNITED STATES Ohio";"Myiopsitta monachus";1972
"UNITED STATES Ohio";"Passer domesticus";1870
"UNITED STATES Ohio";"Phasianus colchicus";1899
"UNITED STATES Ohio";"Sturnus vulgaris";1872
"UNITED STATES Oklahoma";"Columba livia";1900
"UNITED STATES Oklahoma";"Cygnus olor";2010
"UNITED STATES Oklahoma";"Myiopsitta monachus";1972
"UNITED STATES Oklahoma";"Passer domesticus";1898
"UNITED STATES Oklahoma";"Phasianus colchicus";1909
"UNITED STATES Oklahoma";"Sturnus vulgaris";1929
"UNITED STATES Oregon";"Columba livia";1900
"UNITED STATES Oregon";"Colinus virginianus";1865
"UNITED STATES Oregon";"Cygnus buccinator";1964
"UNITED STATES Oregon";"Cygnus olor";1956
"UNITED STATES Oregon";"Lagopus leucura";1922
"UNITED STATES Oregon";"Mimus polyglottos";1892
"UNITED STATES Oregon";"Myiopsitta monachus";1977
"UNITED STATES Oregon";"Oreortyx pictus";2004
"UNITED STATES Oregon";"Passer domesticus";1898
"UNITED STATES Oregon";"Phasianus colchicus";1881
"UNITED STATES Oregon";"Phasianus versicolor";1882
"UNITED STATES Oregon";"Sturnus vulgaris";1889
"UNITED STATES Oregon";"Alectoris chukar";1951
"UNITED STATES Oregon";"Branta canadensis";2008
"UNITED STATES Oregon";"Callipepla californica";1865
"UNITED STATES Pennsylvania";"Columba livia";1900
"UNITED STATES Pennsylvania";"Myiopsitta monachus";1970
"UNITED STATES Pennsylvania";"Passer domesticus";1865
"UNITED STATES Pennsylvania";"Phasianus colchicus";1892
"UNITED STATES Pennsylvania";"Streptopelia decaocto";1996
"UNITED STATES Pennsylvania";"Sturnus vulgaris";1908
"UNITED STATES Rhode Island";"Columba livia";1900
"UNITED STATES Rhode Island";"Cygnus olor";1955
"UNITED STATES Rhode Island";"Myiopsitta monachus";1998
"UNITED STATES Rhode Island";"Passer domesticus";1855
"UNITED STATES Rhode Island";"Phasianus colchicus";1894
"UNITED STATES Rhode Island";"Sturnus vulgaris";1952
"UNITED STATES South Carolina";"Francolinus francolinus";1961
"UNITED STATES South Carolina";"Columba livia";1900
"UNITED STATES South Carolina";"Myiopsitta monachus";1998
"UNITED STATES South Carolina";"Passer domesticus";1865
"UNITED STATES South Carolina";"Phasianus colchicus";1928
"UNITED STATES South Carolina";"Streptopelia decaocto";1979
"UNITED STATES South Carolina";"Sturnus vulgaris";1925
"UNITED STATES South Dakota";"Columba livia";1900
"UNITED STATES South Dakota";"Passer domesticus";1898
"UNITED STATES South Dakota";"Perdix perdix";1928
"UNITED STATES South Dakota";"Phasianus colchicus";1891
"UNITED STATES South Dakota";"Sturnus vulgaris";1933
"UNITED STATES South Dakota";"Alectoris chukar";1941
"UNITED STATES Tennessee";"Columba livia";1900
"UNITED STATES Tennessee";"Passer domesticus";1865
"UNITED STATES Tennessee";"Phasianus colchicus";1928
"UNITED STATES Tennessee";"Phasianus versicolor";1960
"UNITED STATES Tennessee";"Sturnus vulgaris";1952
"UNITED STATES Texas";"Cairina moschata";2005
"UNITED STATES Texas";"Amazona viridigenalis";1925
"UNITED STATES Texas";"Aratinga holochlora";1955
"UNITED STATES Texas";"Streptopelia roseogrisea";2005
"UNITED STATES Texas";"Columba livia";1900
"UNITED STATES Texas";"Myiopsitta monachus";1973
"UNITED STATES Texas";"Passer domesticus";1865
"UNITED STATES Texas";"Phasianus colchicus";1928
"UNITED STATES Texas";"Streptopelia decaocto";1979
"UNITED STATES Texas";"Streptopelia risoria";1988
"UNITED STATES Texas";"Sturnus vulgaris";1926
"UNITED STATES Texas";"Alectoris chukar";1941
"UNITED STATES Utah";"Callipepla californica";1869
"UNITED STATES Utah";"Callipepla squamata";2010
"UNITED STATES Utah";"Columba livia";1900
"UNITED STATES Utah";"Lagopus leucura";1987
"UNITED STATES Utah";"Passer domesticus";1873
"UNITED STATES Utah";"Perdix perdix";1911
"UNITED STATES Utah";"Phasianus colchicus";1890
"UNITED STATES Utah";"Sturnus vulgaris";1939
"UNITED STATES Utah";"Alectoris chukar";1942
"UNITED STATES Vermont";"Nandayus nenday";1974
"UNITED STATES Vermont";"Columba livia";1900
"UNITED STATES Vermont";"Passer domesticus";1870
"UNITED STATES Vermont";"Perdix perdix";1998
"UNITED STATES Vermont";"Phasianus colchicus";1928
"UNITED STATES Vermont";"Sturnus vulgaris";1952
"UNITED STATES Vermont";"Branta canadensis";2008
"UNITED STATES Virginia";"Psittacula krameri";1963
"UNITED STATES Virginia";"Columba livia";1621
"UNITED STATES Virginia";"Cygnus olor";2005
"UNITED STATES Virginia";"Myiopsitta monachus";1998
"UNITED STATES Virginia";"Passer domesticus";1855
"UNITED STATES Virginia";"Passer montanus";1959
"UNITED STATES Virginia";"Phasianus colchicus";1810
"UNITED STATES Virginia";"Phasianus versicolor";1960
"UNITED STATES Virginia";"Sturnus vulgaris";1952
"UNITED STATES Washington";"Acridotheres cristatellus";1925
"UNITED STATES Washington";"Alauda arvensis";1960
"UNITED STATES Washington";"Callipepla squamata";1981
"UNITED STATES Washington";"Columba livia";1900
"UNITED STATES Washington";"Colinus virginianus";1865
"UNITED STATES Washington";"Cygnus buccinator";1964
"UNITED STATES Washington";"Oreortyx pictus";1850
"UNITED STATES Washington";"Passer domesticus";1890
"UNITED STATES Washington";"Phasianus colchicus";1883
"UNITED STATES Washington";"Phasianus versicolor";1883
"UNITED STATES Washington";"Sturnus vulgaris";1943
"UNITED STATES Washington";"Alectoris chukar";1941
"UNITED STATES Washington";"Callipepla californica";1865
"UNITED STATES West Virginia";"Columba livia";1900
"UNITED STATES West Virginia";"Cygnus olor";2010
"UNITED STATES West Virginia";"Passer domesticus";1870
"UNITED STATES West Virginia";"Phasianus colchicus";1928
"UNITED STATES West Virginia";"Sturnus vulgaris";1952
"UNITED STATES Wisconsin";"Columba livia";1900
"UNITED STATES Wisconsin";"Cygnus olor";2005
"UNITED STATES Wisconsin";"Myiopsitta monachus";1985
"UNITED STATES Wisconsin";"Passer domesticus";1870
"UNITED STATES Wisconsin";"Passer montanus";1995
"UNITED STATES Wisconsin";"Phasianus colchicus";1928
"UNITED STATES Wisconsin";"Sturnus vulgaris";1952
"UNITED STATES Wyoming";"Columba livia";1900
"UNITED STATES Wyoming";"Colinus virginianus";1865
"UNITED STATES Wyoming";"Passer domesticus";1910
"UNITED STATES Wyoming";"Perdix perdix";1928
"UNITED STATES Wyoming";"Phasianus colchicus";1928
"UNITED STATES Wyoming";"Sturnus vulgaris";1937
"UNITED STATES Wyoming";"Alectoris chukar";1941
"URUGUAY";"Carduelis carduelis";1960
"URUGUAY";"Carduelis chloris";1908
"URUGUAY";"Passer domesticus";1890
"URUGUAY";"Columba livia";1996
"UZBEKISTAN";"Acridotheres tristis";1965
"UZBEKISTAN";"Columba livia";1996
"VANUATU";"Acridotheres tristis";1885
"VANUATU";"Amandava amandava";1988
"VANUATU";"Estrilda astrild";1971
"VANUATU";"Lonchura atricapilla";2010
"VANUATU";"Lonchura castaneothorax";1972
"VANUATU";"Lonchura malacca";1960
"VANUATU";"Passer domesticus";1957
"VENEZUELA";"Padda oryzivora";1996
"VENEZUELA";"Passer domesticus";1996
"VENEZUELA";"Psittacula krameri";1996
"VENEZUELA";"Columba livia";2005
"VIETNAM";"Padda oryzivora";1925
"VIETNAM";"Columba livia";1996
"VIRGIN ISLANDS, U.S";"Amazona ventralis";1998
"VIRGIN ISLANDS, U.S";"Aratinga pertinax";1800
"VIRGIN ISLANDS, U.S";"Colinus cristatus";1994
"VIRGIN ISLANDS, U.S";"Estrilda troglodytes";1998
"VIRGIN ISLANDS, U.S";"Euplectes franciscanus";1998
"VIRGIN ISLANDS, U.S";"Icterus icterus";1955
"VIRGIN ISLANDS, U.S";"Lonchura cucullata";1998
"VIRGIN ISLANDS, U.S";"Lonchura malabarica";1998
"VIRGIN ISLANDS, U.S";"Lonchura punctulata";1980
"VIRGIN ISLANDS, U.S";"Mimus polyglottos";1916
"VIRGIN ISLANDS, U.S";"Myiopsitta monachus";1998
"VIRGIN ISLANDS, U.S";"Nandayus nenday";1998
"VIRGIN ISLANDS, U.S";"Numida meleagris";1998
"VIRGIN ISLANDS, U.S";"Passer domesticus";1980
"VIRGIN ISLANDS, U.S";"Stigmatopelia chinensis";2010
"VIRGIN ISLANDS, U.S";"Sturnus vulgaris";1982
"VIRGIN ISLANDS, U.S";"Colinus virginianus";1994
"VIRGIN ISLANDS, U.S";"Columba livia";1981
"WALLIS AND FUTUNA";"Acridotheres fuscus";2007
"WALLIS AND FUTUNA";"Lonchura castaneothorax";2007
"WESTERN SAHARA";"Columba livia";1996
"YEMEN";"Corvus splendens";1845
"YEMEN";"Psittacula krameri";1981
"YEMEN";"Stigmatopelia senegalensis";2005
"YEMEN";"Columba livia";1996
"ZAMBIA";"Agapornis lilianae";1981
"ZAMBIA";"Passer domesticus";1965
"ZAMBIA";"Columba livia";2005
"ZIMBABWE";"Passer domesticus";1956
"ZIMBABWE";"Columba livia";2005
